Código;CódigoAux;CódigoBarras;Nombre;Descatalogado;FechaA;FechaV;RedondeoUnitario;Multiproveedor;CODPROV;Proveedor;PrecioLista;Desc1;Desc2;Desc3;Desc4;PrecioCompra;PrecioVenta;PrecioVenta2;PrecioVenta3;PrecioVenta4;RecargoMínimo;Moneda;CuentaC;CuentaV;IVA;IVAEsp;Exento;NoGravado;ImpIntAlic;ImpIntMonto;Garantía;Ubicación;Clasificación;Subclasificación;Servicio;MateriaPrima;PermitirCaract;RequerirDetalle;ControlarStock;ControlarStockGrupo;*Imagen;Descrip;CantBulto;Unidad;StockI;StockA;StockM;StockI2;StockA2;StockM2;StockI3;StockA3;StockM3;StockI4;StockA4;StockM4;AlmPredet;Grupo;PrecioVFijoGrupo;RecargoFijoGrupo;FechaÚltimaActPrecioC;FechaÚltimaActPrecioV;FechaÚltimaActPrecioV2;FechaÚltimaActPrecioV3;FechaÚltimaActPrecioV4;CP1;CP2;CP3;CP4
A-1562;;827346;ZEOLITA;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;36;AQUAREP;0;0;0;0;0;0;7024,7934;7024,7934;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1563;;132200;ELECTROBOMBA CENTRIFUGA ECM 0.50HP 220V-50HZ;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;254826;254826;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1564;;132201;ELECTROBOMBA CENTRIFUGA ECM 0.75HP 220V-50HZ;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;288644,4;288644,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1565;;132202;ELECTROBOMBA CENTRIFUGA ECM 1HP 220V-50HZ;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;317684,4;317684,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1566;;132203;ELECTROBOMBA CENTRIFUGA ECT 1HP 380V-50HZ;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;322198,8;322198,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1567;;132220;EQUIPO PRESURIZADOR 1.5 KG/CM2 C/BOMBA ECM075;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;363633,6;363633,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1568;;132221;EQUIPO PRESURIZADOR 2.2 KG/CM2 C/BOMBA ECM100;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;394072,8;394072,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1569;;132214;PRESS CONTROL 1.5 KG/CM2 P/ ECM075;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;65630,4;65630,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-157;;832390;25 KG CO2 EN REPARTO;FALSO;06/03/2025 11:32:40 a.?m.;;FALSO;FALSO;38;DISTRIGAS;0;0;0;0;0;0;43760,3306;43760,3306;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1570;;132216;PRESS CONTROL 2.2 KG/CM2 P/ECM100;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;65630,4;65630,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1571;;132501;ELECTROBOMBA SUMERGIBLE 250W 220V-50HZ P-5MM;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;112846,8;112846,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1572;;132502;ELECTROBOMBA SUMERGIBLE 550W 220V-50HZ P-5MM;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;133491,6;133491,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1573;;132503;ELECTROBOMBA SUMERGIBLE 900W 220V-50HZ P-5MM;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;159403,2;159403,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1574;;132504;ELECTROBOMBA SUMERGIBLE 750W 220V-50HZ P-35MM;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;141200,4;141200,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1575;;132505;ELECTROBOMBA SUMERGIBLE 1000W 220V-50HZ P-35MM;FALSO;06/03/2025 11:32:54 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;170583,6;170583,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1576;;106101;BOMBA PISCINA BAS 033 - 0.33HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;199821,6;199821,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1577;;106102;BOMBA PISCINA BAS 050 - 0.50HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;200257,2;200257,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1578;;106009;BOMBA PISCINA BAE 033 - 0.33HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;230828,4;230828,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1579;;106010;BOMBA PISCINA BAE 050 - 0.50HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;231039,6;231039,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-158;;657455;3 KG GAS;FALSO;06/03/2025 11:32:40 a.?m.;;FALSO;FALSO;38;DISTRIGAS;0;0;0;0;0;0;4710,7438;4710,7438;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1580;;106011;BOMBA PISCINA BAE 075 - 0.75HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;240834;240834;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1581;;106014;BOMBA PISCINA BAE 100 - 1HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;272118;272118;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1582;;106020;BOMBA PISCINA BAE 125 - 1.25HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;285252;285252;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1583;;106015;BOMBA PISCINA BAE 100-3 - 1HP 220/380V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;277094,4;277094,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1584;;106043;BOMBA PISCINA BAE 100- (MI) - 1HP 220/380V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;238959,6;238959,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1585;;106110;BOMBA PISCINA BAP 033 (AL) - 0.33HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;209272,8;209272,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1586;;106120;BOMBA PISCINA BAP 033 - 0.33HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;230828,4;230828,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1587;;106111;BOMBA PISCINA BAP 050 (AL) - 0.50HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;210724,8;210724,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1588;;106121;BOMBA PISCINA BAP 050 - 0.50HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;231039,6;231039,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1589;;106122;BOMBA PISCINA BAP 075 - 0.75HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;240834;240834;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-159;;249778;TUBO CILINDRO 3 KG 3.5 KG C/CARGA CO2;FALSO;06/03/2025 11:32:40 a.?m.;;FALSO;FALSO;25;GASES NEA;0;0;0;0;0;0;185950,4132;185950,4132;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1590;;106123;BOMBA PISCINA BAP 100 - 1HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;272118;272118;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1591;;106124;BOMBA PISCINA BAP 125 - 1.25HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;285252;285252;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1592;;106125;BOMBA PISCINA BAP 100 - 1HP 220/380V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;277094,4;277094,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1593;;106126;BOMBA PISCINA BAP 100-3 (MI) - 1HP 220/380V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;238959,6;238959,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1594;;106035;BOMBA PISCINA BAC 150 - 1.5HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;513361,2;513361,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1595;;209514;BOMBA PISCINA BAC 200 - 2HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;564260,4;564260,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1596;;106045;BOMBA PISCINA BAC 200-3 (MI) - 2HP 220/380V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;378483,6;378483,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1597;;106047;BOMBA PISCINA BAC 300 - 2.7HP 220-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;626406;626406;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1598;;106046;BOMBA PISCINA BAC 300-3 (MI) - 2.7HP 220/380V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;398151,6;398151,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1599;;106028;BOMBA PISCINA BAT 050 - 0.50HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;255076,8;255076,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-16;;16;FILTRO DRAGO MP40 BAJOMESADA;FALSO;06/03/2025 11:32:38 a.?m.;;FALSO;FALSO;22;DRAGO;0;0;0;0;0;0;127836,3636;127836,3636;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-160;;286506;CARGA 5 KG CO2;FALSO;06/03/2025 11:32:40 a.?m.;;FALSO;FALSO;38;DISTRIGAS;0;0;0;0;0;0;3016,5289;3016,5289;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1600;;106029;BOMBA PISCINA BAT 075 - 0.75HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;265135,2;265135,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1601;;106012;BOMBA PISCINA BAT 100 - 1HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;297198;297198;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1602;;106016;BOMBA PISCINA BAT 100-3 - 1HP 220/380V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;295218;295218;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1603;;139010;FILTRO VC-10 SOPLADO (Ø290 MM) - MOD.2020;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;118404;118404;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1604;;139020;FILTRO VC-20 SOPLADO (Ø360 MM) - MOD.2020;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;125703,6;125703,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1605;;139030;FILTRO VC-30 SOPLADO (Ø440 MM) - MOD.2020;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;139048,8;139048,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1606;;139050;FILTRO VC-50 SOPLADO (Ø540 MM) - MOD.2020;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;173527,2;173527,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1607;;139100;FILTRO VC-100 SOPLADO (Ø690 MM) - MOD.2020;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;265359,6;265359,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1608;;139910;FILTRO VC-10 SOPLADO (Ø290 MM);FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;124990,8;124990,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1609;;139920;FILTRO VC-20 SOPLADO (Ø360 MM);FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;135339,6;135339,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-161;;424955;TUBO 18 KG CO2;FALSO;03/06/2025;;FALSO;FALSO;38;DISTRIGAS;0;0;0;0;0;0;33388,429;33388,429;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;04/04/2025 07:44:28 p.?m.;;;;;;;
A-1610;;139911;FILTRO VC-30 SOPLADO (Ø440 MM);FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;150651,6;150651,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1611;;139912;FILTRO VC-50 SOPLADO (Ø540 MM);FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;185143,2;185143,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
